publishedDate,title,image,site,text,url,symbol,similarity_score,sentiment_score,sentiment_class,confidence,relevance,impact_length,importance,uniqueness
2025-01-03 11:17:12,"EURUSD: Larger Bears to Consolidate Before Resuming Lower, Parity Level Coming in Focus",https://images.financialmodelingprep.com/news/eurusd-larger-bears-to-consolidate-before-resuming-lower-parity-20250103.jpg,actionforex.com,"EURUSD edges higher early Friday on a partial profit-taking at the end of the week, after the latest three-day acceleration pushed the price to the lowest levels in over two years.",https://www.actionforex.com/contributors/technical-analysis/581179-eurusd-larger-bears-to-consolidate-before-resuming-lower-parity-level-coming-in-focus/,EURUSD,0.2,-0.3,-1.0,0.7,1.0,week,0.5,
2025-01-03 11:19:01,"EUR/USD Hits Last Year's Lows, GBP/USD Drops Below 1.2400",https://images.financialmodelingprep.com/news/eurusd-hits-last-years-lows-gbpusd-drops-below-12400-20250103.jpg,actionforex.com,"This week, European and commodity currencies suffer. Euro sellers broke last year's low of 1.0330 and stayed below 1.0300, the GBP/USD pair dropped below 1.2400, and USD/CAD buyers tested the 1.4400 level.",https://www.actionforex.com/contributors/fundamental-analysis/581182-eur-usd-hits-last-years-lows-gbp-usd-drops-below-1-2400/,EURUSD,0.8,-0.8,-1.0,0.9,1.0,week,0.8,2.0
2025-01-03 13:34:28,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar a bit Softer in Early Friday Trading",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-a-bit-20250103.jpg,fxempire.com,"The US dollar has been a touch softer in early Friday trading, as the markets are perhaps taking a bit of profit from the long-term gains in the greenback. Furthermore, there has been a lot of liquidity taken out of the market, and we may just be seeing the price",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-a-bit-softer-in-early-friday-trading-1487791,EURUSD,0.0,0.2,1.0,0.6,0.5,day,0.3,
2025-01-03 13:52:15,EUR/USD: Upside potential is limited – Scotiabank,https://images.financialmodelingprep.com/news/eurusd-upside-potential-is-limited-scotiabank-20250103.jpg,fxstreet.com,"The Euro (EUR) has recovered a little from new cycle lows near 1.0240 made yesterday against the US Dollar (USD) but the rebound has stalled below 1.03 so far on the session, Scotiabank's Chief FX Strategist Shaun Osborne notes.",https://www.fxstreet.com/news/eur-usd-upside-potential-is-limited-scotiabank-202501031352,EURUSD,0.2,-0.3,-1.0,0.7,1.0,week,0.5,
2025-01-03 17:00:05,"Dollar Index Pulls Back Slightly Today: Analysis for EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/dollar-index-pulls-back-slightly-today-analysis-for-eurusd-20250103.jpg,fxempire.com,"The dollar's strong week sees DXY near two-year highs. Euro and GBP fall as ECB rate cuts loom, while yen struggles against U.S.-Japan rate differentials.",https://www.fxempire.com/forecasts/article/dollar-index-pulls-back-slightly-today-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1487896,EURUSD,0.2,-0.3,-1.0,0.7,0.8,week,0.6,
2025-01-03 18:30:00,EUR/USD Halts Three-Day Selloff to Keep RSI Out of Oversold Territory,https://images.financialmodelingprep.com/news/eurusd-halts-threeday-selloff-to-keep-rsi-out-of-20250103.jpg,forex.com,"EUR/USD halts a three-day selloff to keep the Relative Strength Index (RSI) out of oversold territory, but a move below 30 in the oscillator is likely to be accompanied by a further decline in the exchange rate like the price action from last year.",https://www.forex.com/en-us/news-and-analysis/eurusd-halts-three-day-selloff-to-keep-rsi-out-of-oversold-territory-01-03-2025/,EURUSD,0.2,0.1,1.0,0.6,0.8,day,0.3,
2025-01-06 00:51:00,MUFG expect EUR/USD under parity - Trump tariffs to hit quickly,https://images.financialmodelingprep.com/news/mufg-expect-eurusd-under-parity-trump-tariffs-to-hit-20250105.jpg,forexlive.com,"MUFG assess that EUR/USD is likely to fall under parity in the weeks ahead, citing: prospect of Trump trade tariffs soon after January 20 inauguration Trump likely to act quickly to implement tariffs Add in the weaker eurozone economic outlook compared to the US that there was no euro rally into 2024 year-end indicates traders not inclined to take profits on EUR shorts This article was written by Eamonn Sheridan at www.forexlive.com.",https://www.forexlive.com/news/mufg-expect-eurusd-under-parity-trump-tariffs-to-hit-quickly-20250106/,EURUSD,0.8,-0.7,-1.0,0.8,1.0,month,0.8,1.0
2025-01-06 01:10:34,EUR/USD remains subdued around 1.0300 ahead of preliminary German inflation,https://images.financialmodelingprep.com/news/eurusd-remains-subdued-around-10300-ahead-of-preliminary-german-20250105.jpg,fxstreet.com,"EUR/USD edges lower after registering gains in the previous session, trading around 1.0300 during the Asian hours on Monday. Traders are expected to closely monitor the HCOB Composite Purchasing Managers' Index (PMI) for the Eurozone and the preliminary Consumer Price Index (CPI) data for Germany, both of which are scheduled for release later in the day.",https://www.fxstreet.com/news/eur-usd-remains-subdued-around-10300-ahead-of-preliminary-german-inflation-202501060110,EURUSD,0.0,0.0,0.0,0.5,1.0,day,0.5,
2025-01-06 04:41:55,"Gold, Silver, EUR/USD Technical Analysis: Inflation, Jobs Data, and Market Implications",https://images.financialmodelingprep.com/news/gold-silver-eurusd-technical-analysis-inflation-jobs-data-and-20250105.jpg,fxempire.com,"The US dollar remains strong, pressuring gold and silver, while EUR/USD approaches a key support zone, signaling a potential rebound.",https://www.fxempire.com/forecasts/article/gold-silver-eur-usd-technical-analysis-inflation-jobs-data-and-market-implications-1488034,EURUSD,0.3,-0.4,-1.0,0.7,0.8,week,0.6,2.0
2025-01-06 12:18:00,EURUSD Forecast: Is 2025 a Bullish Reversal Year?,https://images.financialmodelingprep.com/news/eurusd-forecast-is-2025-a-bullish-reversal-year-20250106.jpg,forex.com,"Eurozone Inflation The EUR/USD ended 2024 on a bearish note, driven by the strength of the U.S. dollar, ECB rate cuts, and persistent challenges in the services inflation sector. The final ISM Services PMI of December 2024 edged up in December to 51.6.",https://www.forex.com/en-us/news-and-analysis/eurusd-forecast-is-2025-a-bullish-reversal-year/,EURUSD,0.0,-0.3,-1.0,0.7,0.9,quarter,0.6,
2025-01-06 13:12:15,EUR/USD –06.01.2025,https://images.financialmodelingprep.com/news/eurusd-06012025-20250106.jpg,orbex.com,"Euro managed to met target 1.0225 as we advised last week before market hit some rebound correction As we see over the chart, market facing Intraday resistance around 1.0375 which may keep the drop pressure on market for another test toward 1.0225 Above 1.0375 more advance will be expected while second resistance 1.0460 may push […]",https://www.orbex.com/blog/en/2025/01/eur-usd-06-01-2025,EURUSD,0.2,-0.3,-1.0,0.6,0.8,week,0.5,
2025-01-06 13:34:19,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Gives Back Gains on Monday",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-gives-back-20250106.jpg,fxempire.com,"The US dollar continues to look strong for a longer term, but at this point, it looks like people are taking profit, especially as yields fell a bit in America for the session.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-gives-back-gains-on-monday-1488146,EURUSD,0.2,0.3,1.0,0.6,0.8,week,0.5,
2025-01-06 13:48:02,EUR/USD: Firm data check ECB rate cut expectations – Scotiabank,https://images.financialmodelingprep.com/news/eurusd-firm-data-check-ecb-rate-cut-expectations-scotiabank-20250106.jpg,fxstreet.com,"The Euro (EUR) is extending gains in early trade, rising more than 1% on the day, Scotiabank's Chief FX Strategist Shaun Osborne notes.",https://www.fxstreet.com/news/eur-usd-firm-data-check-ecb-rate-cut-expectations-scotiabank-202501061348,EURUSD,0.0,0.7,1.0,0.8,1.0,day,0.6,
2025-01-06 16:45:02,"U.S. Dollar Is Under Pressure Amid Tariff Policy Reports: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-is-under-pressure-amid-tariff-policy-reports-20250106.jpg,fxempire.com,Forex markets are volatile as traders focus on Donald Trump's comments regarding his tariff policy.,https://www.fxempire.com/forecasts/article/u-s-dollar-is-under-pressure-amid-tariff-policy-reports-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1488250,EURUSD,0.8,0.6,1.0,0.8,0.9,month,0.7,2.0
2025-01-06 20:07:34,EUR/USD Price Forecast: Climbs but struggles at 1.0400,https://images.financialmodelingprep.com/news/eurusd-price-forecast-climbs-but-struggles-at-10400-20250106.jpg,fxstreet.com,"The EUR/USD increased over 0.78%, boosted by an article in The Washington Post mentioning three US President-elect Trump aides and saying that tariffs will be applied, focusing on specific sectors. The pair trades at 1.0388, above its opening price.",https://www.fxstreet.com/news/eur-usd-price-forecast-climbs-but-struggles-at-10400-202501062007,EURUSD,0.8,0.78,1.0,0.9,1.0,week,0.7,2.0
2025-01-07 01:27:15,EUR/USD weakens below 1.0400 on Trump's tariff threats,https://images.financialmodelingprep.com/news/eurusd-weakens-below-10400-on-trumps-tariff-threats-20250106.jpg,fxstreet.com,EUR/USD weakens below 1.0400 on Trump's tariff threats,https://www.fxstreet.com/news/eur-usd-weakens-below-10400-on-trumps-tariff-threats-202501070127,EURUSD,0.9,-0.7,-1.0,0.9,1.0,week,0.8,2.0
2025-01-07 05:49:41,EUR/USD appreciates to near 1.0400 ahead of Eurozone HICP inflation,https://images.financialmodelingprep.com/news/eurusd-appreciates-to-near-10400-ahead-of-eurozone-hicp-20250107.jpg,fxstreet.com,"EUR/USD continues its winning streak for the third successive session, trading around 1.0400 during the Asian hours on Tuesday. The upside of the EUR/USD pair is attributed to the subdued US Dollar (USD).",https://www.fxstreet.com/news/eur-usd-appreciates-to-near-10400-ahead-of-eurozone-hicp-inflation-202501070549,EURUSD,0.0,0.6,1.0,0.8,1.0,week,0.7,
2025-01-07 07:56:27,"US Dollar Price Forecast: ISM Services PMI in Focus as DXY Struggles, GBP/USD and EUR/USD",https://images.financialmodelingprep.com/news/us-dollar-price-forecast-ism-services-pmi-in-focus-20250107.jpg,fxempire.com,"US Dollar weakens as Factory Orders decline; ISM Services PMI and Fed commentary to shape DXY, GBP/USD, and EUR/USD outlook.",https://www.fxempire.com/forecasts/article/us-dollar-price-forecast-ism-services-pmi-in-focus-as-dxy-struggles-gbp-usd-and-eur-usd-1488119,EURUSD,0.0,0.3,1.0,0.7,0.8,week,0.6,
2025-01-07 08:33:07,EUR/USD: Set to retest the 1.0435 level – UOB Group,https://images.financialmodelingprep.com/news/eurusd-set-to-retest-the-10435-level-uob-group-20250107.jpg,fxstreet.com,"Scope for Euro (EUR) to retest the 1.0435 level; a clear break above this level seems unlikely. In the longer run, bias for EUR is tilted to the upside; any advance is likely part of a higher trading range of 1.0300/1.0465, UOB Group's FX analysts Quek Ser Leang and Lee Sue Ann note.",https://www.fxstreet.com/news/eur-usd-set-to-retest-the-10435-level-uob-group-202501070833,EURUSD,0.0,0.3,1.0,0.7,1.0,week,0.5,
2025-01-07 08:45:11,EUR/USD: German inflation for December surprises to the upside – Commerzbank,https://images.financialmodelingprep.com/news/eurusd-german-inflation-for-december-surprises-to-the-upside-20250107.jpg,fxstreet.com,"Over the past few days, we have discussed several times within the team whether the euro has anything to offer against the Trump-induced USD strength at the moment, given the significant growth differential, Commerzbank's FX analyst Michael Pfister notes.",https://www.fxstreet.com/news/eur-usd-german-inflation-for-december-surprises-to-the-upside-commerzbank-202501070845,EURUSD,0.2,0.3,1.0,0.7,0.8,week,0.5,
2025-01-07 09:00:00,"US Dollar Tumbles vs Euro, Pound Sterling on Tariff Rumours",https://images.financialmodelingprep.com/news/us-dollar-tumbles-vs-euro-pound-sterling-on-tariff-20250107.jpg,exchangerates.org.uk,The USD dropped nearly 1% on Monday as the Washington Post published an article claiming Trump was considering lighter tariffs. It speculated the tariffs would only target specific sectors.,"https://www.exchangerates.org.uk/news/42122/2025-01-07-us-dollar-tumbles-vs-euro,-pound-sterling-on-tariff-rumours.html",EURUSD,0.8,0.7,1.0,0.8,0.9,week,0.7,2.0
2025-01-07 09:44:00,"EUR/USD, FTSE Forecast: Two trades to watch",https://images.financialmodelingprep.com/news/eurusd-ftse-forecast-two-trades-to-watch-20250107.jpg,forex.com,The best dollar has fallen to a weekly low versus its major peers as traders speculate that President-elect Donald Trump's proposed tariffs will be more aggressive than initially expected.,https://www.forex.com/en-us/news-and-analysis/eurusd-ftse-forecast-two-trades-to-watch-2025-1-7/,EURUSD,0.8,0.6,1.0,0.8,0.9,week,0.7,2.0
2025-01-07 13:15:04,EUR/USD: Spreads are getting narrower – Scotiabank,https://images.financialmodelingprep.com/news/eurusd-spreads-are-getting-narrower-scotiabank-20250107.jpg,fxstreet.com,"Preliminary Eurozone CPI rose 0.4% M/M and 2.4% in the year—in line with expectations but up from November's 2.2%, Scotiabank's Chief FX Strategist Shaun Osborne notes.",https://www.fxstreet.com/news/eur-usd-spreads-are-getting-narrower-scotiabank-202501071315,EURUSD,0.0,0.1,1.0,0.6,0.8,week,0.5,
2025-01-07 13:31:33,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Somewhat Soft in Early Trading",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-somewhat-soft-20250107.jpg,fxempire.com,"The US dollar continues to be strong in the longer term, but a bit hesitant to rally in the short. This market is going to be watching the Friday session for the Non-Farm Payrolls announcement more than anything else, as we build up volume again.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-somewhat-soft-in-early-trading-1488430,EURUSD,0.0,0.1,1.0,0.5,0.8,day,0.3,
2025-01-07 14:12:00,Euro Technical Forecast: EUR/USD Bears Struggle at Support,https://images.financialmodelingprep.com/news/euro-technical-forecast-eurusd-bears-struggle-at-support-20250107.jpg,forex.com,Euro is attempting to snap a five-week losing streak with EUR/USD up nearly 0.83% since the Sunday open. A rebound off downtrend support for the second time in as many months puts the bears on the defensive with U.S. Non-Farm Payrolls slated for Friday.,https://www.forex.com/en-us/news-and-analysis/euro-technical-forecast-eur-usd-bears-struggle-at-support-1-7-2025/,EURUSD,0.0,0.83,1.0,0.7,1.0,week,0.5,
2025-01-07 16:09:34,"EUR/USD Price Analysis: Pair remains under 20-day SMA, retreated towars 1.0370",https://images.financialmodelingprep.com/news/eurusd-price-analysis-pair-remains-under-20day-sma-retreated-20250107.jpg,fxstreet.com,"EUR/USD managed to climb towards the 1.0370-1.0390 area at the begging of the year, continuing its fragile attempt to recover from recent losses. Despite this uptick, the pair has repeatedly struggled to decisively break above the 20-day Simple Moving Average (SMA) since the start of 2025, reinforcing the notion that sellers may still dictate the short-term direction.",https://www.fxstreet.com/news/eur-usd-price-analysis-pair-remains-under-20-day-sma-retreated-towars-10370-202501071609,EURUSD,0.3,-0.2,-1.0,0.6,0.8,week,0.5,2.0
2025-01-07 16:31:33,"U.S. Dollar Moves Higher After JOLTs Report: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-moves-higher-after-jolts-report-analysis-for-20250107.jpg,fxempire.com,The American currency gains ground as traders increase bets on hawkish Fed.,https://www.fxempire.com/forecasts/article/u-s-dollar-moves-higher-after-jolts-report-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1488504,EURUSD,0.2,-0.7,-1.0,0.8,0.9,week,0.7,
2025-01-07 19:15:00,"U.S. Dollar Price Action Setups: EUR/USD, USD/CAD, SPX",https://images.financialmodelingprep.com/news/us-dollar-price-action-setups-eurusd-usdcad-spx-20250107.jpg,forex.com,"- As I shared in the webinar, I think it's unlikely that both USD and equity strength remain in-play for the entirety of this year, and I expect the Dollar to mean-revert at some point. But for now, bulls have held higher-low support and there's support potential down to the Fibonacci level of 106.61.",https://www.forex.com/en-us/news-and-analysis/us-dollar-price-action-setups-eurusd-usdcad-spx-1725/,EURUSD,0.2,-0.3,-1.0,0.6,0.8,month,0.5,
2025-01-07 23:17:45,EUR/USD flubs key technical levels and backslides once again,https://images.financialmodelingprep.com/news/eurusd-flubs-key-technical-levels-and-backslides-once-again-20250107.jpg,fxstreet.com,"EUR/USD turned tail and swooned against the Greenback on Tuesday, shedding four-tenths of one percent after a failed recovery of the 1.0400 handle fizzled out completely. The pair is still trading up from last week's 26-month low, but not by much.",https://www.fxstreet.com/news/eur-usd-flubs-key-technical-levels-and-backslides-once-again-202501072317,EURUSD,0.2,-0.4,-1.0,0.7,1.0,week,0.5,
2025-01-08 13:25:15,EUR/USD weaker on soft German economic data – Scotiabank,https://images.financialmodelingprep.com/news/eurusd-weaker-on-soft-german-economic-data-scotiabank-20250108.jpg,fxstreet.com,"Weak German data (soft November Retail Sales and a sharp, 5.4% plunge in Factory Orders over the November month are pushing the EUR lower, Scotiabank's Chief FX Strategist Shaun Osborne notes.",https://www.fxstreet.com/news/eur-usd-weaker-on-soft-german-economic-data-scotiabank-202501081325,EURUSD,0.0,-0.7,-1.0,0.9,1.0,week,0.7,
2025-01-08 13:41:14,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Strengthens Again as Rates Continue to Climb",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-strengthens-again-20250108.jpg,fxempire.com,"The US dollar continues to see strength in reaction to the yields in America going higher yet again in the early hours of Wednesday. At this point, the market looks likely to continue the same trends that we have seen, with all eyes on the employment report this Friday.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-strengthens-again-as-rates-continue-to-climb-1488718,EURUSD,0.0,-0.7,-1.0,0.8,0.9,week,0.7,
2025-01-08 13:42:14,US dollar stranglehold on global FX sets stage for euro parity: Reuters poll,https://images.financialmodelingprep.com/news/us-dollar-stranglehold-on-global-fx-sets-stage-for-20250108.jpg,reuters.com,"The U.S. dollar will tighten its stranglehold over global currency markets with little standing in the way of its remarkable run, and a significant number of foreign exchange forecasters polled by Reuters expect it to rise to parity with the euro in 2025.",https://www.reuters.com/markets/currencies/us-dollar-stranglehold-global-fx-sets-stage-euro-parity-2025-01-08/,EURUSD,0.3,-0.7,-1.0,0.8,1.0,quarter,0.9,1.0
2025-01-08 15:56:38,"EUR/USD Price Analysis: Pair slides below 1.0300, indicators lose steam",https://images.financialmodelingprep.com/news/eurusd-price-analysis-pair-slides-below-10300-indicators-lose-20250108.jpg,fxstreet.com,"EUR/USD struggled on Wednesday, shedding 0.48% to trade around 1.0295. This latest drop underscores the pair's inability to sustain any meaningful recovery, as multiple attempts to breach the 20-day Simple Moving Average (SMA) since early 2025 have been met with forceful selling.",https://www.fxstreet.com/news/eur-usd-price-analysis-pair-slides-below-10300-indicators-lose-steam-202501081556,EURUSD,0.7,-0.48,-1.0,0.8,1.0,week,0.7,2.0
