publishedDate,title,image,site,text,url,symbol,similarity_score,sentiment_score,sentiment_class,confidence,relevance,impact_length,importance,uniqueness,,,,,,,,,,,,,,,,,,
2/3/2025 17:02,"U.S. Dollar Retreats From Session Highs As U.S. Pauses Tariffs On Mexico: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-retreats-from-session-highs-as-us-pauses-20250203.jpg,fxempire.com,U.S. paused new tariffs on Mexico as the country agreed to reinforce the border.,https://www.fxempire.com/forecasts/article/u-s-dollar-retreats-from-session-highs-as-u-s-pauses-tariffs-on-mexico-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1495110,EURUSD,-0.3,0.2,1,0.6,0.4,week,0.3,,,,,,,,,,,,,,,,,,,
2/3/2025 23:43,EUR/USD trims losses but still sheds weight,https://images.financialmodelingprep.com/news/eurusd-trims-losses-but-still-sheds-weight-20250203.jpg,fxstreet.com,"EUR/USD dropped sharply following fresh tariff threats from US President Donald Trump, impacting the markets. However, significant declines in global risk markets eased as the Trump administration offered 30-day concessions on impending tariffs for Canada and Mexico.",https://www.fxstreet.com/news/eur-usd-trims-losses-but-still-sheds-weight-202502032343,EURUSD,0.7,-0.6,-1,0.8,0.9,week,0.7,2,,,,,,,,,,,,,,,,,,
2/4/2025 5:22,EUR/USD breaks below 1.0300 following implementation of US tariffs on China,https://images.financialmodelingprep.com/news/eurusd-breaks-below-10300-following-implementation-of-us-tariffs-20250204.jpg,fxstreet.com,"EUR/USD extends its losing streak after surrendering daily gains, trading around 1.0280 during the Asian session on Tuesday. The pair loses ground as the US Dollar appreciates due to a 10% tariff implementation on China.",https://www.fxstreet.com/news/eur-usd-breaks-below-10300-following-implementation-of-us-tariffs-on-china-202502040522,EURUSD,0.3,-0.7,-1,0.8,0.9,week,0.7,,,,,,,,,,,,,,,,,,,
2/4/2025 8:38,EUR/USD: Continues to trade in a choppy manner – UOB Group,https://images.financialmodelingprep.com/news/eurusd-continues-to-trade-in-a-choppy-manner-uob-20250204.jpg,fxstreet.com,"Euro (EUR) could continue to trade in a choppy manner, probably between 1.0255 and 1.0370. In the longer run, risk is for further EUR weakness; it remains to be seen if it can break and remain below 1.0100, UOB Group's FX analysts Quek Ser Leang and Peter Chia note.",https://www.fxstreet.com/news/eur-usd-continues-to-trade-in-a-choppy-manner-uob-group-202502040838,EURUSD,0.2,-0.3,-1,0.7,1,week,0.5,,,,,,,,,,,,,,,,,,,
2/4/2025 9:22,US Dollar Forecast: Will JOLTS Job Data Drive Volatility? – GBP/USD and EUR/USD Outlook,https://images.financialmodelingprep.com/news/us-dollar-forecast-will-jolts-job-data-drive-volatility-20250204.jpg,fxempire.com,"US Dollar steadies as traders await JOLTS job data, with potential volatility ahead for GBP/USD and EUR/USD.",https://www.fxempire.com/forecasts/article/us-dollar-forecast-will-jolts-job-data-drive-volatility-gbp-usd-and-eur-usd-outlook-1495197,EURUSD,0,0,0,0.5,0.5,day,0.5,,,,,,,,,,,,,,,,,,,
2/4/2025 10:02,EUR/USD recovers as Trump postpones tariffs on Canada and Mexico,https://images.financialmodelingprep.com/news/eurusd-recovers-as-trump-postpones-tariffs-on-canada-and-20250204.jpg,fxstreet.com,EUR/USD bounces back from the intraday low of 1.0270 and rebounds to near 1.0350 in Tuesday's European session. The major currency pair finds buyers' demand as United States (US) President Donald Trump's decision to postpone tariffs on Canada and Mexico has diminished the safe-haven appeal of the US Dollar (USD).,https://www.fxstreet.com/news/eur-usd-recovers-as-trump-postpones-tariffs-on-canada-and-mexico-202502041002,EURUSD,-0.5,0.6,1,0.8,0.9,week,0.7,,,,,,,,,,,,,,,,,,,
2/4/2025 13:48,EUR/USD –04.02.2025,https://images.financialmodelingprep.com/news/eurusd-04022025-20250204.jpg,orbex.com,"The Euro opened this week with gap lower after the new US tariffs, as the market managed to cover the price gap all the way toward 1.0350. As we see over the chart, the market is facing Intraday resistance around 1.0350-60 which could create a trading zone toward the 1.0175 support.",https://www.orbex.com/blog/en/2025/02/eur-usd-04-02-2025,EURUSD,0.9,-0.7,-1,0.85,1,week,0.8,,,,,,,,,,,,,,,,,,,
2/4/2025 14:23,"EUR/USD, USD/JPY and AUD/USD Price Outlook – US Dollar Continues to Hold Gains",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-price-outlook-us-dollar-continues-20250204.jpg,fxempire.com,"The US dollar has been somewhat strong in the early hours of Tuesday, as the market continues to pay close attention to the overall global situation, and the potential for more tariffs.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-price-outlook-us-dollar-continues-to-hold-gains-1495323,EURUSD,0.8,-0.7,-1,0.8,0.9,week,0.7,,,,,,,,,,,,,,,,,,,
2/4/2025 16:13,"EUR/USD Price Analysis: Pair gains traction, breaks above key resistance",https://images.financialmodelingprep.com/news/eurusd-price-analysis-pair-gains-traction-breaks-above-key-20250204.jpg,fxstreet.com,"The EUR/USD pair extended its upward movement on Tuesday, advancing to 1.0335 and showing renewed buying interest. The rally helped the pair break above the critical 20-day Simple Moving Average (SMA) at 1.0360, a key level that had previously capped gains.",https://www.fxstreet.com/news/eur-usd-price-analysis-pair-gains-traction-breaks-above-key-resistance-202502041613,EURUSD,0,0.7,1,0.8,1,day,0.6,,,,,,,,,,,,,,,,,,,
2/4/2025 16:44,"U.S. Dollar Retreats As JOLTs Report Misses Expectations: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-retreats-as-jolts-report-misses-expectations-analysis-20250204.jpg,fxempire.com,U.S. dollar continues to move away from recent highs as traders react to weak job market data.,https://www.fxempire.com/forecasts/article/u-s-dollar-retreats-as-jolts-report-misses-expectations-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1495397,EURUSD,0,0.7,1,0.8,0.9,week,0.7,,,,,,,,,,,,,,,,,,,
2/4/2025 18:09,EUR/USD Elliott Wave Analysis: Gap Down Fully Retraced,https://images.financialmodelingprep.com/news/eurusd-elliott-wave-analysis-gap-down-fully-retraced-20250204.jpg,fxempire.com,"EUR/USD has been trending lower since September 2024, covering a range of nearly 1000 pips.",https://www.fxempire.com/forecasts/article/eur-usd-elliott-wave-analysis-gap-down-fully-retraced-1495426,EURUSD,0.8,-0.7,-1,0.8,1,month,0.7,1,,,,,,,,,,,,,,,,,,
2/4/2025 18:29,"EUR/USD, USD/JPY, U.S. Dollar Price Action Setups",https://images.financialmodelingprep.com/news/eurusd-usdjpy-us-dollar-price-action-setups-20250204.jpg,forex.com,"Trump volatility is back and the USD has put in wide swings on the back of the tariff topic, and Europe still seems in the President's crosshairs which could keep the DXY volatility flowing.",https://www.forex.com/en-us/news-and-analysis/eurusd-usdjpy-us-dollar-price-action-setups-2425/,EURUSD,0.8,-0.6,-1,0.8,0.9,month,0.7,2,,,,,,,,,,,,,,,,,,
2/4/2025 23:58,EUR/USD bounces as market pressures abate,https://images.financialmodelingprep.com/news/eurusd-bounces-as-market-pressures-abate-20250204.jpg,fxstreet.com,"EUR/USD lurched higher by eight-tenths of one percent on Tuesday, regaining lost ground but failing to recapture the 1.0400 handle. Fiber has snapped a six-day losing streak, but overall bullish momentum remains thin with the Euro at the mercy of overall market flows and looming US Nonfarm Payrolls (NFP) figures.",https://www.fxstreet.com/news/eur-usd-bounces-as-market-pressures-abate-202502042358,EURUSD,-0.2,0.1,1,0.6,1,day,0.3,,,,,,,,,,,,,,,,,,,
2/5/2025 10:32,EUR/USD advances as investors see limited trade war between US and China,https://images.financialmodelingprep.com/news/eurusd-advances-as-investors-see-limited-trade-war-between-20250205.jpg,fxstreet.com,EUR/USD advances above 1.0400 in Wednesday's European session. The major currency pair gains as the US Dollar (USD) extends its losing streak for the third trading day.,https://www.fxstreet.com/news/eur-usd-advances-as-investors-see-limited-trade-war-between-us-and-china-202502051032,EURUSD,0.2,0.6,1,0.8,0.9,week,0.7,,,,,,,,,,,,,,,,,,,
2/5/2025 12:06,More crowded US dollar trade ramps up expectations for euro parity,https://images.financialmodelingprep.com/news/more-crowded-us-dollar-trade-ramps-up-expectations-for-20250205.jpg,reuters.com,"A crowded strong U.S. dollar trade is set to get more bunched up in coming months, with near one-third of currency strategists polled by Reuters now expecting the euro to fall to parity with the dollar or below versus only one-fifth last month.",https://www.reuters.com/markets/currencies/more-crowded-us-dollar-trade-ramps-up-expectations-euro-parity-2025-02-05/,EURUSD,0.7,-0.8,-1,0.9,1,month,0.8,2,,,,,,,,,,,,,,,,,,
2/5/2025 12:30,EUR/USD forecast: Key risk remains tariffs as focus momentarily shifts to data,https://images.financialmodelingprep.com/news/eurusd-forecast-key-risk-remains-tariffs-as-focus-momentarily-20250205.jpg,forex.com,"While it may be up for the third consecutive day now, the medium-term EUR/USD forecast is not yet completely positive. After all, the Eurozone is subject to prolonged trade negotiations with the Trump administration.",https://www.forex.com/en-us/news-and-analysis/eur-usd-forecast-key-risk-remains-tariffs-as-focus-momentarily-shifts-to-data/,EURUSD,0.7,-0.3,-1,0.7,0.9,month,0.8,2,,,,,,,,,,,,,,,,,,
2/5/2025 14:19,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Continues to Sell Off for Now",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-continues-to-20250205.jpg,fxempire.com,"The US dollar has been a bit soft in the early hours of Wednesday, but at this point, we are starting to approach significant US dollar supportive areas. At this point, we might see the USD try to recover soon.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-continues-to-sell-off-for-now-1495635,EURUSD,0.2,0.1,1,0.6,0.8,week,0.4,,,,,,,,,,,,,,,,,,,
2/5/2025 16:13,"EUR/USD Price Analysis: Pair extends gains above 20-day SMA, sustaining bullish momentum",https://images.financialmodelingprep.com/news/eurusd-price-analysis-pair-extends-gains-above-20day-sma-20250205.jpg,fxstreet.com,"The EUR/USD pair continued its bullish advance on Wednesday, rising by 0.39% to 1.0420 as buyers maintained control. With the latest price action, the pair has decisively climbed above the 20-day Simple Moving Average (SMA), a key resistance level that had previously limited upside attempts.",https://www.fxstreet.com/news/eur-usd-price-analysis-pair-extends-gains-above-20-day-sma-sustaining-bullish-momentum-202502051613,EURUSD,-0.2,0.39,1,0.8,1,week,0.6,,,,,,,,,,,,,,,,,,,
2/5/2025 17:05,"U.S. Dollar Retreats As Treasury Yields Pull Back: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-retreats-as-treasury-yields-pull-back-analysis-20250205.jpg,fxempire.com,U.S. dollar is moving lower as traders react to ADP Employment Change and ISM Services PMI reports.,https://www.fxempire.com/forecasts/article/u-s-dollar-retreats-as-treasury-yields-pull-back-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-1495698,EURUSD,0,0.6,1,0.8,0.7,day,0.6,,,,,,,,,,,,,,,,,,,
2/5/2025 20:20,US Dollar Forecast: EUR/USD Snaps Back Ahead of January Low,https://images.financialmodelingprep.com/news/us-dollar-forecast-eurusd-snaps-back-ahead-of-january-20250205.jpg,forex.com,EUR/USD snaps back ahead of the January low (1.0178) to extend the rebound from the weekly low (1.0211).,https://www.forex.com/en-us/news-and-analysis/us-dollar-forecast-eurusd-snaps-back-ahead-of-january-low-02-05-2025/,EURUSD,0.2,-0.3,-1,0.6,0.8,week,0.5,,,,,,,,,,,,,,,,,,,
2/5/2025 23:36,EUR/USD stuck on familiar technical levels during midweek lull,https://images.financialmodelingprep.com/news/eurusd-stuck-on-familiar-technical-levels-during-midweek-lull-20250205.jpg,fxstreet.com,"EUR/USD dragged its feet on Wednesday, finding some topside bidding action as a broad-market recovery in risk appetite keeps bids behind the US Dollar under pressure. The Euro is struggling to find its feet after snapping a six-day losing streak, and EUR/USD remains hobbled by the 1.0400 handle.",https://www.fxstreet.com/news/eur-usd-stuck-on-familiar-technical-levels-during-midweek-lull-202502052336,EURUSD,0,-0.2,-1,0.6,1,day,0.3,,,,,,,,,,,,,,,,,,,
2/6/2025 5:06,EUR/USD holds losses below 1.0400 ahead of Eurozone Retail Sales data,https://images.financialmodelingprep.com/news/eurusd-holds-losses-below-10400-ahead-of-eurozone-retail-20250206.jpg,fxstreet.com,"EUR/USD depreciates after two days of gains, trading around 1.0390 during the Asian session on Thursday. Traders await Eurozone Retail Sales data scheduled to be released later in the day.",https://www.fxstreet.com/news/eur-usd-holds-losses-below-10400-ahead-of-eurozone-retail-sales-data-202502060506,EURUSD,0,-0.3,-1,0.6,0.8,day,0.4,,,,,,,,,,,,,,,,,,,
2/6/2025 8:05,"US Dollar Forecast: ADP Jobs Data Lifts DXY, GBP/USD and EUR/USD Outlook",https://images.financialmodelingprep.com/news/us-dollar-forecast-adp-jobs-data-lifts-dxy-gbpusd-20250206.jpg,fxempire.com,"US Dollar gains after ADP jobs data beats forecasts, while ISM PMI misses expectations. How will GBP/USD and EUR/USD react?",https://www.fxempire.com/forecasts/article/us-dollar-forecast-adp-jobs-data-lifts-dxy-gbp-usd-and-eur-usd-outlook-1495784,EURUSD,0,-0.3,-1,0.7,0.8,day,0.5,,,,,,,,,,,,,,,,,,,
2/6/2025 8:32,EUR/USD: Likely to trade between 1.0360 and 1.0430 – UOB Group,https://images.financialmodelingprep.com/news/eurusd-likely-to-trade-between-10360-and-10430-uob-20250206.jpg,fxstreet.com,"Instead of continuing to rise, Euro (EUR) is likely to trade between 1.0360 and 1.0430. In the longer run, outlook is unclear; EUR could trade in a broad range of 1.0250/1.0490 for the time being, UOB Group's FX analysts Quek Ser Leang and Peter Chia note.",https://www.fxstreet.com/news/eur-usd-likely-to-trade-between-10360-and-10430-uob-group-202502060832,EURUSD,0.2,0,0,0.5,1,week,0.3,,,,,,,,,,,,,,,,,,,
2/6/2025 10:41,EUR/USD declines as US Dollar gains ground ahead of US NFP,https://images.financialmodelingprep.com/news/eurusd-declines-as-us-dollar-gains-ground-ahead-of-20250206.jpg,fxstreet.com,EUR/USD corrects to near 1.0360 in Thursday's European session. The major currency pair drops as the US Dollar (USD) gains ground after a sharp downside move in the last three trading days.,https://www.fxstreet.com/news/eur-usd-declines-as-us-dollar-gains-ground-ahead-of-us-nfp-202502061041,EURUSD,0,-0.6,-1,0.8,1,day,0.7,,,,,,,,,,,,,,,,,,,
2/6/2025 13:34,"EUR/USD, USD/JPY and AUD/USD Forecast – US Dollar Recovers a Bit Against Multiple Currencies",https://images.financialmodelingprep.com/news/eurusd-usdjpy-and-audusd-forecast-us-dollar-recovers-a-20250206.jpg,fxempire.com,"The US Dollar has shown signs of life again in early Thursday trading, as traders will be cautious about being overly exposed to the bounce from several currencies ahead of the Non-Farm Payroll announcement.",https://www.fxempire.com/forecasts/article/eur-usd-usd-jpy-and-aud-usd-forecast-us-dollar-recovers-a-bit-against-multiple-currencies-1495921,EURUSD,0.3,-0.2,-1,0.6,0.8,day,0.4,,,,,,,,,,,,,,,,,,,
2/6/2025 13:41,EUR/USD: Ignores stronger German Factory Orders data – Scotiabank,https://images.financialmodelingprep.com/news/eurusd-ignores-stronger-german-factory-orders-data-scotiabank-20250206.jpg,fxstreet.com,"German Factory Orders data for December rose a solid 6.9% in the month, versus expectations for a 2.0% gain, Scotiabank's Chief FX Strategist Shaun Osborne notes.  ",https://www.fxstreet.com/news/eur-usd-ignores-stronger-german-factory-orders-data-scotiabank-202502061341,EURUSD,0,0,0,0.5,0.5,day,0.3,,,,,,,,,,,,,,,,,,,
2/6/2025 13:50,EUR/USD – 06.02.2025,https://images.financialmodelingprep.com/news/eurusd-06022025-20250206.jpg,orbex.com,The Euro passed above the 1.0350-60 resistance as our target still stands toward 1.0610-30. Intraday support zone starts from 1.0350-60.,https://www.orbex.com/blog/en/2025/02/eur-usd-06-02-2025-2,EURUSD,0.8,0.6,1,0.8,1,week,0.7,2,,,,,,,,,,,,,,,,,,
2/6/2025 16:08,EUR/USD Price Analysis: Bulls pause as pair retreats toward 20-day SMA,https://images.financialmodelingprep.com/news/eurusd-price-analysis-bulls-pause-as-pair-retreats-toward-20250206.jpg,fxstreet.com,"The EUR/USD pair pulled back on Thursday, declining by 0.45% to 1.0370 as bullish momentum faded. After climbing above the 20-day Simple Moving Average (SMA) at the start of the week, the pair now faces renewed bearish pressure, with sellers attempting to push it back toward this key support level.",https://www.fxstreet.com/news/eur-usd-price-analysis-bulls-pause-as-pair-retreats-toward-20-day-sma-202502061608,EURUSD,-0.2,-0.3,-1,0.7,1,day,0.5,,,,,,,,,,,,,,,,,,,
2/6/2025 16:42,"U.S. Dollar Rebounds: Analysis For EUR/USD, GBP/USD, USD/CAD, USD/JPY",https://images.financialmodelingprep.com/news/us-dollar-rebounds-analysis-for-eurusd-gbpusd-usdcad-usdjpy-20250206.jpg,fxempire.com,"U.S. dollar gained ground, supported by rising Treasury yields.",https://www.fxempire.com/forecasts/article/u-s-dollar-rebounds-analysis-for-eur-usd-gbp-usd-usd-cad-usd-jpy-4-1496006,EURUSD,0.3,-0.6,-1,0.8,0.9,week,0.7,,,,,,,,,,,,,,,,,,,
2/6/2025 18:06,EUR/USD Forecast: Bullish Momentum Loses Ground Ahead of NFP Release,https://images.financialmodelingprep.com/news/eurusd-forecast-bullish-momentum-loses-ground-ahead-of-nfp-20250206.jpg,forex.com,The EUR/USD has dropped nearly 1% from yesterday's high of 1.04427. This decline is primarily due to the market adopting a defensive stance in favor of the U.S. dollar ahead of the upcoming Non-Farm Payrolls (NFP) report in the United States.,https://www.forex.com/en-us/news-and-analysis/eurusd-forecast-bullish-momentum-loses-ground-ahead-of-nfp-release/,EURUSD,-0.2,-0.7,-1,0.8,1,day,0.7,,,,,,,,,,,,,,,,,,,
2/6/2025 19:13,Euro Short-term Outlook: EUR/USD Poised for February Breakout,https://images.financialmodelingprep.com/news/euro-shortterm-outlook-eurusd-poised-for-february-breakout-20250206.jpg,forex.com,Euro defended the 1.02-handle again this week with a rebound off trend support threatening a larger recovery. Battlelines drawn on the EUR/USD technical charts into NFP.,https://www.forex.com/en-us/news-and-analysis/euro-short-term-outlook-eur-usd-poised-for-february-breakout-2-6-2025/,EURUSD,-0.2,0.3,1,0.7,1,week,0.5,,,,,,,,,,,,,,,,,,,
2/7/2025 0:08,EUR/USD hobbles into another NFP Friday,https://images.financialmodelingprep.com/news/eurusd-hobbles-into-another-nfp-friday-20250206.jpg,fxstreet.com,"EUR/USD churned some chart paper on Thursday, testing to the low side but wrapped up the day remaining stubbornly stuck near the 1.0400 handle. Euro bidders were entirely uninspired by Pan-EU Retail Sales figures that came in exactly as expected.",https://www.fxstreet.com/news/eur-usd-hobbles-into-another-nfp-friday-202502070008,EURUSD,0,0,0,0.5,1,day,0.3,,,,,,,,,,,,,,,,,,,
2/7/2025 5:00,EUR/USD weakens below 1.0400 as traders await US NFP release,https://images.financialmodelingprep.com/news/eurusd-weakens-below-10400-as-traders-await-us-nfp-20250207.jpg,fxstreet.com,EUR/USD weakens below 1.0400 as traders await US NFP release,https://www.fxstreet.com/news/eur-usd-weakens-below-10400-as-traders-await-us-nfp-release-202502070500,EURUSD,0,-0.3,-1,0.7,1,day,0.5,,,,,,,,,,,,,,,,,,,
2/7/2025 7:35,US Dollar Forecast: Will Strong Jobs Data Lift USD? GBP/USD and EUR/USD Outlook,https://images.financialmodelingprep.com/news/us-dollar-forecast-will-strong-jobs-data-lift-usd-20250207.jpg,fxempire.com,US jobs report in focus—can a strong payroll print extend USD's rally? Watch key levels for GBP/USD and EUR/USD price action.,https://www.fxempire.com/forecasts/article/us-dollar-forecast-will-strong-jobs-data-lift-usd-gbp-usd-and-eur-usd-outlook-1496089,EURUSD,0,-0.3,-1,0.6,0.8,week,0.5,,,,,,,,,,,,,,,,,,,
2/7/2025 8:01,"EURUSD, Dow Forecast: NFP, CPI, and Trump Policies",https://images.financialmodelingprep.com/news/eurusd-dow-forecast-nfp-cpi-and-trump-policies-20250207.jpg,forex.com,"Following stronger-than-expected earnings from Amazon on Thursday, the Dow climbed back towards the 45,000 zone but failed to break through, marking the seventh consecutive rejection at this key resistance on the daily chart. Trump's policies, combined with China's AI rivalry, continue to weigh on the markets, keeping haven assets in demand and preventing US indices from reaching new highs.",https://www.forex.com/en-us/news-and-analysis/eurusd-dow-forecast-nfp-cpi-and-trump-policies/,EURUSD,0.2,-0.3,-1,0.6,0.5,week,0.4,,,,,,,,,,,,,,,,,,,
2/7/2025 9:35,EUR/USD: Price movements are likely part of a range trading phase – UOB Group,https://images.financialmodelingprep.com/news/eurusd-price-movements-are-likely-part-of-a-range-20250207.jpg,fxstreet.com,"Current price movements are likely part of a range trading phase, probably between 1.0355 and 1.0415. In the longer run, outlook is unclear; EUR could trade in a broad range of 1.0250/1.0490 for the time being, UOB Group's FX analysts Quek Ser Leang and Peter Chia note.",https://www.fxstreet.com/news/eur-usd-price-movements-are-likely-part-of-a-range-trading-phase-uob-group-202502070935,EURUSD,0,0,0,0.5,1,week,0.5,,,,,,,,,,,,,,,,,,,
2/7/2025 9:53,EUR/USD wobbles ahead of US NFP report,https://images.financialmodelingprep.com/news/eurusd-wobbles-ahead-of-us-nfp-report-20250207.jpg,fxstreet.com,"EUR/USD steadies in a tight range around 1.0400 in Friday's European session as the US Dollar (USD) trades cautiously ahead of the United States (US) Nonfarm Payrolls (NFP) data for January, which will be published at 13:30 GMT. The US Dollar Index (DXY), which tracks the Greenback's value against six major currencies, ticks lower to near 107.60.",https://www.fxstreet.com/news/eur-usd-wobbles-ahead-of-us-nfp-report-202502070953,EURUSD,0,0,0,0.5,1,day,0.5,,,,,,,,,,,,,,,,,,,
